KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000847001,T000847002,T000847003,T000847004,T000847005,T000847006,T000847007,T000847008,T000847009,T000847010,T000847011,T000847012,T000847013,T000847014,T000847015,T000847016,T000847017,T000847018,T000847019,T000847020,T000847021,T000847022,T000847023,T000847024,T000847025,T000847026,T000847027,T000847028,T000847029,T000847030,T000847031,T000847032,T000847033,T000847034,T000847035,T000847036,T000847037,T000847038,T000847039,T000847040,T000847041
,,,,Å@êlå˚ëçêî,Å@êlå˚ëçêîÅ@íj,Å@êlå˚ëçêîÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇQêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇRêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇSêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇTêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇUêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—ÇÃàÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃàÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@çÇóÓíPêgÇÃàÍî ê¢ë—êî,Å@çÇóÓïvïwÇÃÇ›ÇÃàÍî ê¢ë—êî
463100911,2,463100913,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100912,0,,,111,54,57,10,5,5,101,49,52,54,26,28,101,49,52,47,23,24,27,14,13,0,0,0,49,49,6,31,6,5,1,0,0,41,41,0,3,31,0,6,14
463100913,1,,463100911,29,14,15,0,0,0,30,14,16,11,6,5,30,14,16,19,8,11,9,2,7,0,0,0,15,15,7,5,3,1,0,0,0,9,8,1,0,13,0,5,3
463100922,2,463100924,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100924,1,,463100922,15,9,6,0,0,0,17,9,8,9,5,4,17,9,8,8,4,4,6,3,3,2,0,2,7,7,4,2,3,0,0,0,0,5,5,0,0,5,2,2,1
463100931,2,463100933,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100933,1,,463100931,21,12,9,4,3,1,22,11,11,7,1,6,22,11,11,15,10,5,5,3,2,1,0,1,8,8,2,6,2,0,0,1,0,9,8,1,1,9,1,1,6
463100942,2,463100951,,11,4,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100951,1,,463100942,46,21,25,4,2,2,53,23,30,23,11,12,51,23,28,30,12,18,15,5,10,3,0,3,27,27,16,13,2,1,1,0,0,17,16,1,0,22,1,12,7
463100953,0,,,20,10,10,0,0,0,20,10,10,7,5,2,20,10,10,13,5,8,9,3,6,0,0,0,12,12,6,4,2,0,0,0,0,6,6,0,0,9,0,4,3
463110001,0,,,19,9,10,0,0,0,19,9,10,12,7,5,19,9,10,7,2,5,5,1,4,0,0,0,8,8,1,3,4,0,0,0,0,7,5,2,0,5,0,1,1
463110002,0,,,46,20,26,5,3,2,41,17,24,22,11,11,41,17,24,19,6,13,12,3,9,1,0,1,24,24,11,6,5,2,0,0,0,13,11,2,2,14,2,6,5
463110003,0,,,15,8,7,0,0,0,15,8,7,5,3,2,15,8,7,10,5,5,5,2,3,0,0,0,10,10,5,5,0,0,0,0,0,5,5,0,0,7,1,3,3
463110004,0,,,25,13,12,1,1,0,24,12,12,13,7,6,22,12,10,11,5,6,8,3,5,0,0,0,14,14,5,8,0,1,0,0,0,9,9,0,0,7,0,2,4
463110011,0,,,24,9,15,2,1,1,22,8,14,15,4,11,22,8,14,7,4,3,2,2,0,5,0,5,15,15,9,5,0,0,1,0,0,5,3,2,0,5,5,2,2
463110032,2,463110053,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110052,2,463110054,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110053,1,,463110032,11,5,6,0,0,0,18,8,10,9,5,4,16,7,9,9,3,6,6,2,4,0,0,0,6,6,2,6,0,1,0,0,0,7,7,0,0,6,0,2,3
463110054,1,,463110052,63,30,33,10,5,5,59,28,31,40,21,19,55,26,29,19,7,12,15,5,10,0,0,0,27,27,9,10,3,4,3,0,0,20,18,2,4,15,0,8,2
463110102,2,463110104,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110104,1,,463110102,16,9,7,0,0,0,21,11,10,14,9,5,21,11,10,7,2,5,7,2,5,0,0,0,5,5,2,4,0,0,1,1,0,6,4,2,0,5,0,2,2
463110152,1,,463110154,83,39,44,0,0,0,84,39,45,43,21,22,83,39,44,41,18,23,29,11,18,0,0,0,46,46,17,23,7,0,0,0,0,30,30,0,0,27,0,10,11
463110154,2,463110152,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110202,0,,,22,12,10,4,3,1,18,9,9,10,5,5,18,9,9,8,4,4,5,2,3,0,0,0,9,9,3,3,0,2,1,0,0,6,4,2,2,6,0,3,1
463110204,0,,,50,24,26,7,3,4,43,21,22,25,12,13,43,21,22,18,9,9,10,5,5,1,0,1,19,19,2,10,4,1,1,0,1,17,13,4,0,13,0,2,4
463110214,2,463110312,,10,6,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110224,2,463110331,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110234,2,463110331,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110251,0,,,37,19,18,0,0,0,37,19,18,17,10,7,36,19,17,20,9,11,14,5,9,0,0,0,19,19,8,5,5,1,0,0,0,11,9,2,0,12,0,4,2
463110252,0,,,8,4,4,0,0,0,8,4,4,3,2,1,8,4,4,5,2,3,2,0,2,0,0,0,4,4,1,2,1,0,0,0,0,3,2,1,0,4,0,1,1
463110254,1,,463110352,63,30,33,7,4,3,58,27,31,38,22,16,58,27,31,20,5,15,13,4,9,0,0,0,30,30,13,9,5,2,1,1,0,18,13,5,2,16,0,9,2
463110302,1,,463110303,17,8,9,1,0,1,22,9,13,9,3,6,22,9,13,13,6,7,5,2,3,0,0,0,9,9,7,5,2,0,0,0,0,7,6,1,0,9,1,4,3
463110303,2,463110302,,6,1,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110312,1,,463110214,11,5,6,2,1,1,19,10,9,12,7,5,17,8,9,7,3,4,4,1,3,0,0,0,3,3,1,3,0,1,2,0,0,6,4,2,1,5,0,1,1
463110314,0,,,42,21,21,6,2,4,36,19,17,26,15,11,34,18,16,10,4,6,7,3,4,0,0,0,15,15,2,7,3,1,0,1,1,13,12,1,2,6,0,1,2
463110321,2,463110333,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110322,2,463110333,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110331,1,,463110224;463110234;463110332,10,3,7,0,0,0,21,10,11,11,5,6,19,9,10,10,5,5,7,4,3,0,0,0,6,6,6,6,1,0,0,0,0,7,7,0,0,8,0,5,3
463110332,2,463110331,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110333,1,,463110321;463110322,17,8,9,2,1,1,23,12,11,6,4,2,23,12,11,17,8,9,10,5,5,0,0,0,8,8,3,6,2,1,0,0,0,9,8,1,1,11,0,3,4
463110334,0,,,12,5,7,0,0,0,12,5,7,3,1,2,12,5,7,9,4,5,5,3,2,0,0,0,6,6,1,4,1,0,0,0,0,5,5,0,0,6,0,1,3
463110341,2,463110343,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110342,1,,463110463,8,4,4,0,0,0,12,5,7,5,2,3,12,5,7,7,3,4,7,3,4,0,0,0,4,4,3,0,3,0,0,0,0,3,3,0,0,5,0,3,0
463110343,1,,463110341;463110442;463110552;463110554,54,24,30,5,1,4,65,32,33,34,18,16,62,30,32,31,14,17,21,10,11,0,0,0,21,21,11,10,6,0,3,1,0,20,17,3,2,21,1,8,4
463110344,0,,,41,19,22,5,3,2,36,16,20,16,9,7,36,16,20,20,7,13,10,2,8,0,0,0,19,19,7,9,1,0,1,0,1,12,10,2,1,15,0,6,5
463110352,2,463110254,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110411,2,463110412,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110412,1,,463110411,74,37,37,11,5,6,65,33,32,46,26,20,63,31,32,19,7,12,12,3,9,0,0,0,30,30,4,17,5,2,3,0,0,25,24,1,2,13,0,2,4
463110414,0,,,50,21,29,7,2,5,43,19,24,18,9,9,43,19,24,25,10,15,15,4,11,0,0,0,24,24,11,7,4,0,1,0,1,13,10,3,1,18,0,9,4
463110422,0,,,12,5,7,0,0,0,12,5,7,10,3,7,12,5,7,2,2,0,0,0,0,0,0,0,7,7,2,5,0,0,0,0,0,4,4,0,0,2,0,0,1
463110423,0,,,31,16,15,8,2,6,23,14,9,11,7,4,21,12,9,12,7,5,7,4,3,0,0,0,11,11,3,4,3,0,0,0,1,8,8,0,1,8,0,3,3
463110424,0,,,23,11,12,2,1,1,21,10,11,7,3,4,19,10,9,14,7,7,9,3,6,0,0,0,11,11,5,5,0,0,0,0,1,6,5,1,1,10,0,4,4
463110431,0,,,33,14,19,0,0,0,33,14,19,15,6,9,32,14,18,18,8,10,11,4,7,0,0,0,15,15,4,6,4,0,1,0,0,11,10,1,0,13,0,4,4
463110442,2,463110343,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110463,2,463110342,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110511,2,463110512,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110512,1,,463110511,4,3,1,1,1,0,11,7,4,8,5,3,11,7,4,3,2,1,2,1,1,0,0,0,3,3,3,3,1,0,0,0,0,4,4,0,0,2,0,1,1
463110521,0,,,10,5,5,1,0,1,9,5,4,5,3,2,8,4,4,4,2,2,2,0,2,0,0,0,5,5,2,2,0,1,0,0,0,2,2,0,0,3,0,2,0
463110522,1,,463110524,12,6,6,2,1,1,20,8,12,10,4,6,18,7,11,10,4,6,4,1,3,0,0,0,5,5,1,5,1,2,0,0,0,8,6,2,1,8,0,1,4
463110524,2,463110522,,10,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110531,0,,,11,6,5,1,1,0,10,5,5,8,5,3,9,4,5,2,0,2,1,0,1,0,0,0,4,4,1,1,1,0,1,0,0,3,1,2,0,2,0,0,0
463110533,0,,,15,7,8,0,0,0,15,7,8,5,3,2,15,7,8,10,4,6,8,4,4,0,0,0,8,8,1,7,0,0,0,0,0,7,7,0,0,6,0,0,4
463110543,0,,,12,5,7,1,0,1,11,5,6,5,2,3,10,5,5,6,3,3,3,2,1,0,0,0,5,5,0,4,0,1,0,0,0,5,5,0,0,3,0,0,3
463110552,2,463110343,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110554,2,463110343,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110621,2,463110622,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110622,1,,463110621,61,28,33,1,1,0,63,28,35,36,17,19,61,27,34,27,11,16,14,5,9,0,0,0,25,25,6,10,8,2,0,1,0,21,18,3,0,19,0,5,5
463110624,0,,,97,48,49,16,6,10,81,42,39,48,29,19,79,40,39,33,13,20,22,7,15,0,0,0,46,46,18,15,6,6,0,0,1,27,26,1,4,23,0,11,5
463110631,0,,,29,13,16,6,3,3,23,10,13,11,4,7,21,9,12,12,6,6,8,3,5,0,0,0,13,13,5,5,0,1,2,0,0,7,6,1,0,10,0,5,3
463110633,0,,,115,59,56,13,8,5,102,51,51,62,32,30,100,50,50,40,19,21,23,12,11,0,0,0,58,58,20,27,5,4,2,0,0,38,36,2,3,29,0,11,11
463110731,0,,,15,7,8,0,0,0,15,7,8,2,2,0,15,7,8,13,5,8,7,2,5,0,0,0,9,9,4,4,1,0,0,0,0,5,5,0,0,8,0,3,4
463110732,0,,,14,5,9,2,1,1,12,4,8,7,1,6,12,4,8,5,3,2,3,1,2,0,0,0,4,4,0,0,3,0,1,0,0,4,3,1,1,4,0,0,0
463110734,0,,,13,8,5,3,2,1,10,6,4,8,5,3,10,6,4,2,1,1,0,0,0,0,0,0,6,6,2,3,0,0,1,0,0,4,4,0,1,2,0,0,0
463110742,1,,463110743,13,7,6,0,0,0,18,9,9,10,6,4,18,9,9,8,3,5,4,1,3,0,0,0,7,7,2,8,0,0,0,0,0,8,8,0,0,6,0,1,3
463110743,2,463110742,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110751,0,,,30,16,14,0,0,0,30,16,14,10,6,4,30,16,14,20,10,10,13,6,7,0,0,0,16,16,6,6,4,0,0,0,0,10,9,1,0,15,0,6,4
463110753,0,,,121,60,61,10,4,6,111,56,55,68,39,29,110,55,55,43,17,26,22,7,15,1,0,1,58,58,19,24,9,3,3,0,0,39,35,4,2,32,0,9,8
463110822,1,,463110824,19,8,11,3,0,3,19,8,11,11,6,5,19,8,11,8,2,6,5,2,3,0,0,0,9,9,3,5,3,0,0,0,0,8,8,0,1,7,0,3,1
463110824,2,463110822,,3,0,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110831,2,463110834,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110832,2,463110834,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110833,2,463110834,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110834,1,,463110831;463110832;463110833,121,57,64,11,6,5,116,54,62,48,24,24,110,50,60,68,30,38,46,20,26,0,0,0,51,51,15,28,2,5,3,1,1,40,33,7,2,42,0,11,19
463110841,2,463110844,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463110844,1,,463110841;463110942,64,26,38,6,1,5,68,29,39,26,12,14,67,28,39,42,17,25,32,11,21,0,0,0,35,35,22,14,4,0,1,0,1,20,17,3,4,32,0,16,12
463110942,2,463110844,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463160502,2,463160601,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463160503,2,463160601,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463160601,1,,463160502;463160503;463160603,63,28,35,3,0,3,71,36,35,26,13,13,71,36,35,45,23,22,20,6,14,0,0,0,36,36,20,20,3,0,1,0,0,24,21,3,0,35,0,18,11
463160602,0,,,31,19,12,4,2,2,27,17,10,10,8,2,27,17,10,17,9,8,8,6,2,0,0,0,15,15,5,7,2,0,0,1,0,10,10,0,1,10,0,2,6
463160603,2,463160601,,8,6,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463160701,0,,,125,61,64,9,5,4,116,56,60,45,24,21,116,56,60,71,32,39,42,17,25,0,0,0,70,70,28,33,6,2,1,0,0,42,42,0,3,51,0,23,21
463160702,1,,463160711,65,28,37,6,3,3,63,27,36,30,15,15,63,27,36,33,12,21,22,6,16,0,0,0,34,34,14,14,5,3,0,0,0,22,21,1,1,28,0,13,5
463160703,0,,,16,8,8,1,1,0,15,7,8,8,5,3,15,7,8,7,2,5,4,1,3,0,0,0,8,8,3,3,1,1,0,0,0,5,4,1,0,5,0,2,0
463160704,1,,463160802,31,18,13,1,1,0,32,18,14,9,6,3,32,18,14,23,12,11,14,8,6,0,0,0,17,17,4,13,1,0,0,0,0,14,13,1,0,16,0,4,8
463160711,2,463160702,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463160734,0,,,13,6,7,0,0,0,13,6,7,6,4,2,13,6,7,7,2,5,4,1,3,0,0,0,9,9,5,4,0,0,0,0,0,4,4,0,0,6,0,2,1
463160802,2,463160704,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463160851,2,463160952,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463160952,1,,463160851;463160954;463160961,17,8,9,0,0,0,33,15,18,10,8,2,33,15,18,23,7,16,19,5,14,0,0,0,11,11,11,8,2,0,0,0,0,10,10,0,0,17,0,8,6
